,signal_id,entropy,n5,n25,n75,n95,median,mean,std,var,rms,no_zero_crossings,no_mean_crossings,min_height,max_height,mean_height,min_width,max_width,mean_width,num_detect_peak,num_true_peaks,fault
10,10,13.592365756649292,91496,91496,-0.13188419036453175,-0.022575383285672324,0.02248934978414141,0.13162290749779826,4.257968057075345e-05,-1.0180162754107099e-07,1.3192777532334867,1.7404937901767967,0.11040561424174535,-93.73259953853146,-58.07691623666797,-73.85166727490954,1,1,1.0,5,5,0
11,11,13.592365756649292,119922,119922,-0.14475496212268907,-0.01757426550665997,0.017573820112133376,0.14481501623958176,1.361486756579211e-05,-1.269093542869994e-07,3.9131917373503016,15.31306957326667,0.2454524631247247,0.0,0.0,0.0,0,0,0.0,0,0,0
12,12,13.592365756649292,78340,78338,-0.0407698743123623,-0.0015426997608667392,0.0015818825839950534,0.04129174960537292,8.527948835990173e-07,-1.3369734797126957e-08,0.761366768365991,0.5796793559720727,0.034600380889652435,-47.089901480132234,-47.089901480132234,-47.089901480132234,1,1,1.0,1,1,0
13,13,13.592365756649292,87564,87564,-0.050272692137161096,-0.0027883508246966393,0.0027733042524253904,0.050665607940746316,-5.087293478922561e-06,-4.253208041167841e-10,0.3277596047360088,0.10742635849670472,0.02732900645110194,16.465148269112312,16.465148269112312,16.465148269112312,1,1,1.0,1,1,0
14,14,13.592365756649292,81960,81960,-0.059390993996103175,-0.003215840983236351,0.0032496968136754845,0.060073527417448945,-4.124620174295046e-06,5.141418273872218e-09,0.7279933358385202,0.5299742970252964,0.03998009313712951,-90.09210612508079,88.82599761373878,-0.6330542556710057,1,1,1.0,2,2,0
15,15,13.592365756649292,270,270,-0.00019527728927545284,-9.655057551594126e-05,0.00010227330090550879,0.000193577400185424,4.500501874282747e-06,2.7157969965503184e-10,0.08718881698946324,0.007601889808022114,0.0008023503568584596,5.1981283402096174,7.361704799507139,6.279916569858378,1,1,1.0,2,2,0
16,16,13.592362290909056,292,292,-0.00019957749661596582,-9.543940237088933e-05,9.549473726089275e-05,0.00020828656167033442,-1.6561388633817842e-06,9.87774379884823e-11,0.015151160237210443,0.00022955765653362678,0.000208350035087412,-2.432814895043922,-0.6918282367561481,-1.3160161681477638,1,2,1.1428571428571428,8,7,0
17,17,13.592360558038939,334,334,-0.00020864350560350075,-0.00010330966109473039,0.00010214560908838877,0.00021153593335174745,-2.513015991745249e-06,-4.4443502327390504e-10,0.0978724008061714,0.00957900683956386,0.0010108668593545064,5.541480295113686,7.8422354339657545,6.598532486510493,1,1,1.0,7,7,0
18,18,13.592365756649292,34762,34760,-0.024232093035961008,-0.004225411595916384,0.004172981134140663,0.02427091895485177,4.573095075954825e-07,-1.7602186242705433e-08,0.876822763389336,0.7688181583977115,0.027779909929077036,-62.88501917844541,-27.17553823195493,-37.3652589125356,1,2,1.0666666666666667,16,15,0
19,19,13.592365756649292,33014,33012,-0.017239899337956596,-0.002841330900811734,0.002783516627842042,0.017268685613627353,-1.6485997935689056e-05,-1.199204551571068e-08,0.6307797186648436,0.39788305347889924,0.021555564210540334,-54.60517404275369,37.585336039566414,-32.441912271321364,1,1,1.0,14,14,0
20,20,13.592360558038939,8432,8432,-0.0006996682691495338,-0.00014972364270215976,0.00015920361907006964,0.000656045848277742,1.3865985117433866e-05,-2.5509745655927517e-09,0.5666685591317873,0.3211132559084959,0.013499475528584857,12.153828956696582,40.44059691357618,22.858311491381592,1,2,1.3888888888888888,25,18,0
21,21,13.592365756649292,91156,91154,-0.22881318463962755,-0.04519375591220598,0.04424092502082533,0.23240831881677648,-0.00026144502021807625,-5.197312119390475e-07,0.1628132946586893,0.026508168917617186,0.09180357405276804,-1.0687376729477358,1.364619728119198,0.6508794575764449,1,1,1.0,2407,2407,0
22,22,13.592365756649292,92644,92642,-0.22625308495164917,-0.03595303954461837,0.03577671642360958,0.2283917702403849,-1.7388989897781926e-05,-3.5873557779361586e-07,0.15914827832848313,0.025328174494920332,0.08536441826974239,-0.9304147048078892,0.9138663685617132,-0.044789594908635856,1,1,1.0,1009,1009,0
23,23,13.592365756649292,90472,90472,-0.1456578953518238,-0.020717160746618113,0.020209750277257577,0.147151594872907,-0.00019287490083108594,-1.711412646239151e-07,0.10825950623940876,0.011720120691200583,0.05458682249565367,-0.6142215930173549,0.7057098869070622,0.3366819194144061,1,1,1.0,1481,1481,0
24,24,13.592365756649292,63065,63071,-0.03460408736709279,-0.0006056577233191085,0.0006091725098977818,0.03538104236587481,-9.312242315928643e-06,-4.4212859343602215e-08,0.469201466658186,0.22015001631419287,0.027634042179063838,-29.77006869189141,28.48226816592467,-0.08935730987928014,1,1,1.0,4,4,0
25,25,13.592365756649292,71823,71819,-0.05859758887645885,-0.0017788071019907842,0.001732779529305617,0.05906773798002752,8.731866908640029e-06,-1.2853218669896308e-07,0.24638563791370674,0.0607058825701442,0.0273282107224916,13.405841151951076,30.14675768153188,19.291022109540624,1,1,1.0,7,7,0
26,26,13.592365756649292,68625,68627,-0.06132673950958303,-0.0015078214689214775,0.0015009235233299778,0.062282718897052135,-1.992496987790471e-06,3.4677049070044674e-08,0.5700936590940686,0.32500678013926415,0.034421636455211256,48.797508016032616,66.98531013747427,59.51331865587867,1,1,1.0,3,3,0
27,27,13.592365756649292,72892,72890,-0.05676475670371541,-0.009806917934138681,0.009695420679669553,0.057922483058037245,5.019645996640065e-06,2.7667933245606972e-08,0.15744635330100487,0.02478935416778485,0.028837529796914334,10.036660882020579,20.267639233007614,12.535994560223159,1,1,1.0,9,9,0
28,28,13.592365756649292,76298,76300,-0.06513247625035264,-0.010772113836282404,0.010471040678193155,0.06619974023146251,-5.243576515212567e-06,5.820651359804112e-08,0.08188017725992425,0.006704363428116616,0.029713061241525535,-4.230511781102239,-1.0196805357528156,-1.6013474662146527,1,1,1.0,91,91,0
29,29,13.592365756649292,74364,74366,-0.06906944118498046,-0.011698972034634991,0.011532314365878538,0.0712945929397179,8.100783055908778e-06,-1.8490960525425463e-08,0.1442027975682256,0.020794446826502652,0.03391772299319892,-8.431265530820852,8.283203137101864,-0.5673096283847593,1,1,1.0,11,11,0
30,30,13.592365756649292,44984,44984,-0.060160392598186174,-0.012904733437160587,0.01312864867037522,0.06021365654531578,3.168359834782031e-05,6.6672849055498575e-09,0.07724584267727969,0.005966920210923044,0.024670522433525084,0.0,0.0,0.0,0,0,0.0,0,0,0
31,31,13.592365756649292,49598,49598,-0.07339677979744294,-0.019435201979088768,0.01960583443592867,0.07406278788727487,-8.356905632034284e-05,3.42768391742335e-08,0.14355511529199091,0.020608071126496805,0.03253284778963155,-5.295288666966844,0.19623879945518752,-0.02114244567792042,1,7,1.1076994112893916,19192,17326,0
32,32,13.592365756649292,29612,29610,-0.009834303463654947,-0.0007188173505161544,0.0007282303370139687,0.010171138006528843,8.497263003448552e-06,-1.4509732512464884e-08,0.08718920086205095,0.007601956746963066,0.004501128673303225,0.0,0.0,0.0,0,0,0.0,0,0,0
33,33,13.592365756649292,62982,62982,-0.1800864251696673,-0.06101741815813799,0.06241739860900408,0.17501533532154787,0.0011273659623740606,6.603128178528652e-07,0.3176520689919382,0.10090283693485906,0.08888013232494138,-21.776802380820005,-7.87265500195314,-11.259669415164257,1,2,1.2,36,30,0
34,34,13.592365756649292,66486,66486,-0.16279956237355167,-0.05383447230477767,0.05490128420508267,0.15914218938208646,0.0007555964555869821,-1.2118342256012735e-08,0.2572270620584994,0.06616576145524708,0.08309448670129324,0.6463704450970451,8.602723933930342,1.8616473271193172,1,3,1.1556603773584906,1225,1060,0
35,35,13.592365756649292,66070,66068,-0.10926601853725693,-0.034323903395272026,0.03463285192335519,0.10697753674723295,0.0006088511908970418,-4.468726992824262e-07,0.21132414698686097,0.044657895099724426,0.05423002565770601,4.59773828206953,13.04711367965575,6.677837139741134,1,2,1.125,36,32,0
36,36,13.592365756649292,66772,66772,-0.04468277297533216,-0.002017557766907263,0.0020321387045498795,0.044349092237348384,3.869553207636045e-06,-2.3160674137909626e-08,0.2722202184070028,0.07410384730955628,0.025083879559192952,-24.29403501189018,-22.04569758855406,-23.09607291860629,1,1,1.0,7,7,0
37,37,13.592365756649292,70002,70004,-0.044827502272533695,-0.0023364976591593867,0.002321612991127875,0.04553081706825668,1.2456115829451164e-05,-9.12546754730299e-09,0.1305149531768982,0.017034153002767935,0.02142126080637289,5.061306238964667,12.571883547172519,6.848130034841455,1,1,1.0,17,17,0
38,38,13.592365756649292,66344,66344,-0.05869951592535347,-0.00300864940789225,0.002981029870307239,0.059641770058836446,2.759297526466753e-06,6.515241218874569e-09,0.3005448958898232,0.09032723444542466,0.029887897217448493,6.63351179818441,25.540407883517084,12.388986225337273,1,2,1.3125,63,48,0
39,39,13.592365756649292,41332,41332,-0.010973175300974523,-0.00025586907448915674,0.0002557857740379532,0.011311772616100611,-6.952527055403834e-06,2.821085637543304e-09,0.39621105647857785,0.1569832012758708,0.019154006013942758,19.81022817998703,35.56630436227504,25.119671728270273,1,1,1.0,14,14,0
40,40,13.592365756649292,52606,52606,-0.021979607322074914,-0.0004773644551649969,0.0004813196094279881,0.02269015044706567,7.143844387158538e-07,-1.1689357681972905e-10,0.1636058992794435,0.026766890279035407,0.01600097935665246,1.1618576396022577,10.073249992938019,3.03526828394426,1,4,1.155378486055777,290,251,0
41,41,13.592364023779174,19608,19608,-0.000927831016639935,-0.00022898628137646426,0.00022006077957348325,0.0009602399482358636,1.27513242631494e-07,9.412222907268945e-10,0.33464240739192086,0.11198554082506033,0.012040612248226562,12.671574061829046,20.433364474559184,15.921566449237112,1,2,1.0625,17,16,0
42,42,13.592365756649292,84234,84234,-0.045209312494768734,-0.0003728256384574191,0.00038587488337249454,0.04521691794436553,-1.1034864058956373e-05,1.8230837233510426e-10,0.3168466279478825,0.10039178564194388,0.02966325465237238,-18.859317029266926,-8.989935729846003,-12.801828487983022,1,1,1.0,25,25,0
43,43,13.592364023779174,70676,70676,-0.025963751040317624,-0.0003641634629773516,0.0003814326023490189,0.025880061399661744,-1.7386496029558884e-06,1.995190377254885e-09,0.15366219272536183,0.02361206947316624,0.018708840660942572,-9.580513623538707,8.006211016716103,-2.86067986114103,1,1,1.0,9,9,0
44,44,13.592365756649292,50666,50666,-0.010536666820285045,-0.0002437145672624652,0.0002561594955793056,0.010511210541350468,5.5582156974764985e-06,-5.390363469864577e-10,0.28029075827083094,0.0785629091720374,0.017147289823839857,-16.360900277682724,13.805309468258217,0.7502432776396482,1,1,1.0,14,14,0
45,45,13.592365756649292,20854,20854,-0.005246513342996639,-0.0005785999028784516,0.0005912335364390842,0.005261908798883969,-3.991590418195301e-06,1.8995616883540656e-08,0.034078978410778706,0.001161376769522321,0.005562788120524813,0.0,0.0,0.0,0,0,0.0,0,0,0
46,46,13.592365756649292,34278,34278,-0.020549076183187152,-0.00445462835716004,0.004492593248548893,0.020540150832772497,2.984005528983147e-05,-3.0656988350016656e-08,0.0767423628388184,0.005889390254084854,0.01915720812858435,1.1312146457300774,2.2199257904262586,1.2477623637040582,1,1,1.0,100,100,0
47,47,13.592365756649292,26350,26350,-0.011902113343684205,-0.0020798797688534876,0.0021222582669491175,0.011873452675786563,1.2535971343652363e-05,-9.291235222142891e-10,0.050144037484581724,0.0025144244952551367,0.011102683620266661,-0.6086922943949009,0.5367963971715302,0.07438004753305061,1,1,1.0,62,62,0
48,48,13.592365756649292,74656,74656,-0.04694916016955482,-0.004006949921839809,0.00391761499903609,0.04877921304853548,-3.300212866719221e-05,-4.27695312035361e-09,0.9200021350441981,0.846403928485883,0.047357558880646924,52.21659471580834,52.21659471580834,52.21659471580834,1,1,1.0,1,1,0
49,49,13.592365756649292,75998,75998,-0.0513179151627801,-0.00461482617444986,0.004534935539471263,0.052681432305178647,-2.5821851648899496e-05,-3.6691203459447495e-08,0.858293942438726,0.7366684916270112,0.04037911021824511,0.0,0.0,0.0,0,0,0.0,0,0,0
50,50,13.592365756649292,72246,72248,-0.05517614049814199,-0.00491221034783873,0.004794688835870531,0.05714082349261837,-3.6855462491658386e-05,-3.638324375781905e-08,0.960556238699016,0.922668287703601,0.051262866768494335,52.81509109936937,54.670979844580245,53.74303547197481,1,1,1.0,2,2,0
51,51,13.592365756649292,71808,71808,-0.23937166578853628,-0.07340679314280285,0.0758128687248929,0.23510891366234643,-0.0010006447630193094,-3.9052590515965574e-08,0.14952443314884384,0.022357556108483074,0.10476550597814564,-3.190481528774475,-3.190481528774475,-3.190481528774475,1,1,1.0,1,1,0
52,52,13.592365756649292,106068,106068,-0.20294673752914363,-0.05510692112183335,0.055881357007018906,0.2003687115339729,-0.0008405298794613714,1.7915756448477222e-08,0.14451931580898206,0.020885832641896293,0.08971038544829495,-1.9432634587627327,-0.00469452047138752,-0.15959033365963246,1,3,1.0532590838809432,87193,82784,0
53,53,13.592365756649292,118414,118414,-0.15708370027393065,-0.0359099723536242,0.03614759748592267,0.15601719724085827,-0.00033460285836639514,-2.0353685937751887e-08,0.12916314463563824,0.016683117932166806,0.06918339095666755,-1.8754324910036964,-0.9044247439556352,-1.0821477890520645,1,1,1.0,916,916,0
54,54,13.592365756649292,79278,79276,-0.0698134913259377,-0.002532066512307196,0.002390956360333152,0.07089034788773758,4.987267475442536e-06,-9.647171536872374e-09,0.3802000094647178,0.1445520471969715,0.03862077367713075,-12.749647024588858,-7.203233310319321,-9.39043344287579,1,1,1.0,24,24,0
55,55,13.592364023779174,80900,80902,-0.0788744231525845,-0.004110871563196561,0.0039019779185807124,0.07942539186614032,-5.4477083875070775e-06,-1.3801046960120174e-08,0.11680592096856177,0.013643623173313899,0.030980644029631882,-5.454984771549237,-0.957771095558904,-1.8251030859626074,1,4,1.1454545454545455,315,275,0
56,56,13.592365756649292,78630,78632,-0.08614302363988915,-0.0037712128631364195,0.003550919490832527,0.08799423596639747,3.0565938313742436e-06,-1.0462604421225645e-08,0.24039748348170814,0.05779095006433814,0.03757070704633902,-13.102305141263686,11.030622884416239,-3.1606852848957656,1,1,1.0,23,23,0
57,57,13.592365756649292,38400,38404,-0.028846124209836812,-0.006739247876808019,0.006781491594261446,0.02895723377764216,7.081428545774315e-07,8.659834547689716e-08,0.7667542717431289,0.587912113236336,0.020721422651210884,0.0,0.0,0.0,0,0,0.0,0,0,0
58,58,13.592365756649292,40828,40828,-0.03465403899578021,-0.009456393852516287,0.009532422869722446,0.03464256030213324,-3.5887978032000944e-05,4.999578726516599e-08,0.341788745670512,0.1168195466670219,0.018012416548901438,-0.0972549790594801,23.489625301549353,0.020907466139084292,1,6,1.078868913180956,23884,22138,0
59,59,13.592365756649292,2272,2272,-0.0004924434521640819,-0.0001733327439394916,0.00015349181340518214,0.0005108464991518956,2.5372625289676876e-06,-6.286551502263372e-10,0.4369820726487775,0.19095333181642143,0.004210675464228196,0.0,0.0,0.0,0,0,0.0,0,0,0
60,60,13.592365756649292,31636,31638,-0.022585687614442483,-0.006191945825241074,0.006139637613821414,0.02260346577671255,3.229251487013585e-05,-4.3543707622658974e-08,0.2902428992707151,0.08424094057707048,0.015364243086990996,3.197504572435617,20.894727881012596,7.789098014360656,1,3,1.5277777777777777,55,36,0
61,61,13.592365756649292,31624,31624,-0.019021109177746798,-0.005075440843754997,0.005077558253304915,0.018950801880914754,-2.853221055687527e-05,1.7474558079110595e-08,0.42659658475335294,0.18198464612322465,0.014960886037990178,0.0,0.0,0.0,0,0,0.0,0,0,0
62,62,13.592362290909056,4644,4644,-0.0006706425791444647,-0.00017433416747358876,0.00015416342925256288,0.0007912246457501213,-4.808573660142201e-06,8.318619845385854e-10,0.27250222820457903,0.07425746437646046,0.004801707930986076,-18.287039144025755,18.521418009915433,4.817525039869871,1,1,1.0,3,3,0
63,63,13.592365756649292,20664,20664,-0.02110368457890539,-0.005953443944139103,0.005889952700679935,0.021262724990703325,2.2016076322017852e-06,-4.0990116445942845e-08,0.022756606150896856,0.0005178631235070367,0.010461968528782372,-0.3488280045972303,0.3412535306850266,-0.016965436610274318,1,1,1.0,71,71,0
64,64,13.592365756649292,32056,32056,-0.028919837662845893,-0.007133099017283762,0.007072468168159318,0.02875018144796825,6.419046651640059e-05,-4.940571122897771e-08,0.051292845954589356,0.002630956046121234,0.0183944803069348,-0.6306148279694597,0.47894526964780226,-0.1664383059721873,1,1,1.0,158,158,0
65,65,13.592365756649292,17168,17172,-0.010452389953604422,-0.0025658148067440045,0.0025624916166777922,0.010347671335217587,1.0492727211541819e-05,-2.990329358139416e-08,0.011373532936846079,0.0001293572514655226,0.004828567768539962,-0.1761949764280235,0.2330305871877596,0.1435227660063936,1,1,1.0,77,77,0
66,66,13.592364023779174,178,178,-0.00019082289421703535,-0.000100171679228378,9.08416708975679e-05,0.00018235435869762284,5.823175822428084e-06,-1.9384915091429474e-11,0.07736041518128302,0.005984633837020485,0.0006141377851764642,8.289097741365849,8.289097741365849,8.289097741365849,1,1,1.0,1,1,0
67,67,13.592364023779174,152,152,-0.0001855968568309052,-9.63175462489474e-05,9.226605613754657e-05,0.00017199809874122166,2.4267913474318448e-06,5.841205696591689e-11,0.007480517303942395,5.595813913458159e-05,0.00011473880628145853,-0.5803026563656415,-0.5803026563656415,-0.5803026563656415,1,1,1.0,1,1,0
68,68,13.592362290909056,182,182,-0.00019993189774289988,-8.586418373246474e-05,9.222486090187942e-05,0.00018639967066889083,-2.0485029708083857e-06,-1.8565997984948846e-10,0.07376764543227417,0.00544166551262172,0.0005743295284021426,4.9264062417434715,4.9264062417434715,4.9264062417434715,1,1,1.0,1,1,0
69,69,13.592364023779174,1134,1134,-0.00018793548339832709,-0.00011130450922003376,9.994484611741683e-05,0.000199718896747747,3.767479039851196e-07,2.464253890503116e-10,0.7420632228277735,0.5506578266735418,0.009470105021063725,63.890300304508955,63.890300304508955,63.890300304508955,1,1,1.0,1,1,0
70,70,13.592365756649292,3192,3192,-0.0002579996036061516,-0.0001108547258530379,0.00010839390897388057,0.0002576853189573375,-1.9388496319550086e-06,-2.485482674235663e-11,0.885187013966123,0.7835560496942612,0.011407557405968112,0.0,0.0,0.0,0,0,0.0,0,0,0
71,71,13.592365756649292,4908,4908,-0.0004184795512907513,-0.00015963798759077719,0.00015207469941902474,0.00042802718498009514,1.9748166719679716e-06,1.0916287143166367e-10,0.9439520168144917,0.8910454100481464,0.01483056807512003,0.0,0.0,0.0,0,0,0.0,0,0,0
72,72,13.592365756649292,129003,129007,-0.3187728184299,-0.007502793980449063,0.007563789556374267,0.3161926768475547,3.6807167091978954e-06,-2.447681802608585e-08,0.2326079614428672,0.05410646372660639,0.09978561942535781,-3.057712338914273,2.993339800012217,1.509664016536841,1,1,1.0,154,154,0
73,73,13.592365756649292,140135,140135,-0.40268957019210827,-0.018391267767338793,0.018483128489222622,0.4009742571564981,3.455150923059591e-05,-1.1152095555362947e-07,0.2836984782978339,0.08048482658850653,0.13004219700182004,-2.1803965075566722,1.9511650129594873,0.534525239946808,1,2,1.001019367991845,982,981,0
74,74,13.592365756649292,141947,141945,-0.42222888541477266,-0.018485333730589915,0.01871908741994055,0.4197865012182713,-1.8170880117907018e-05,-1.29666862885419e-07,0.2901470076883289,0.08418528607049121,0.13576220112455867,-2.339685546028246,1.8019742278390716,-1.1371324116793573,1,2,1.002361673414305,2971,2964,0
75,75,13.592364023779174,12786,12786,-0.0075535231497970475,-0.0008023736228048861,0.0007666619370818445,0.007518037197176224,-5.47417108620607e-06,-5.24779063859281e-10,2.08928086831224,4.3650945466955475,0.07079119313037795,0.0,0.0,0.0,0,0,0.0,0,0,0
76,76,13.592365756649292,12818,12818,-0.01208983767166174,-0.0024982763729015645,0.0024648040425407913,0.01222666163436603,-2.4648671917759657e-05,-4.694459955751936e-09,0.4529103326132569,0.20512776938785102,0.015344387778391679,-27.184548690158042,-13.387530145642614,-20.229494642258224,1,1,1.0,9,9,0
77,77,13.592365756649292,5306,5308,-0.002915651227353066,-0.00014118576264410265,0.00015140494524157333,0.0028177360137235682,7.89412053947558e-06,2.114372954178725e-10,1.936262791460746,3.7491135975953607,0.055812614246593006,0.0,0.0,0.0,0,0,0.0,0,0,0
78,78,13.592365756649292,94378,94378,-0.24356920320775474,-0.02760445613991913,0.027020694040864157,0.2463902348194901,2.698824060232141e-06,1.430525243273515e-07,0.17190880327396613,0.02955263664308719,0.08597910835294509,-1.0333092303006772,1.0482685480616851,0.042899571898012086,1,1,1.0,951,951,0
79,79,13.592365756649292,91316,91316,-0.23842579971956457,-0.02317408540283261,0.022974729561084928,0.24065411460842073,5.039435416698268e-05,1.0899381552988169e-07,0.16705916501301946,0.027908764614847262,0.08184174258581196,-0.8748403772041602,1.0120014598563287,0.15362935023987523,1,1,1.0,1018,1018,0
80,80,13.592365756649292,80572,80572,-0.13065528393032247,-0.009373966738620787,0.009376895660609286,0.13112242985091632,-1.8909495915764296e-06,2.1906605493967707e-08,0.10266985929636756,0.010541100007935912,0.044133179724801894,-0.56815757005036,0.6598819135094971,0.2622129068214768,1,1,1.0,749,749,0
81,81,13.592365756649292,96782,96782,-0.24414878958828368,-0.018011606975838035,0.01777361901148744,0.2455511461083403,-7.328300833897572e-05,3.0866537263340355e-08,6.087233668284672,37.05441373229847,0.5745639665415769,66.58117972450509,66.58117972450509,66.58117972450509,1,1,1.0,1,1,0
82,82,13.592365756649292,91390,91390,-0.1705181411188228,-0.013925674025065504,0.013699992548205753,0.17108109868531698,-6.55703752379111e-05,3.164938897668068e-08,1.9484160457995487,3.796325087529149,0.1891998775572634,0.0,0.0,0.0,0,0,0.0,0,0,0
83,83,13.592365756649292,87586,87586,-0.1372934919072735,-0.007915431579714749,0.007952452080608907,0.13789590367523066,2.2717978875874678e-05,8.795656428365055e-09,5.583292830187181,31.17315882761958,0.4544617399740237,0.0,0.0,0.0,0,0,0.0,0,0,0
84,84,13.592365756649292,58934,58934,-0.19299226595661442,-0.06256364609298837,0.06255218934068729,0.19205021762134644,-0.0001241138546959064,7.897078393778654e-08,0.12238507238572703,0.014978105942859645,0.08637506324062706,-1.4716892663680277,-0.4562640846668584,-0.5948871101692281,1,3,1.052550231839258,681,647,0
85,85,13.592365756649292,58242,58242,-0.15698006868866177,-0.04996733747599835,0.050034342298215684,0.1561922469661784,-8.929585610317758e-05,4.083301338006269e-08,0.09605934642361497,0.009227398035332068,0.06930822400925267,0.04329028464182905,1.1373476836953085,0.12650932434499848,1,3,1.0579068360556563,43718,41325,0
86,86,13.592365756649292,60380,60380,-0.11775222406368605,-0.034568937236901576,0.03464450259426144,0.11728100180061951,-3.966677318634204e-05,3.514965598681963e-08,0.07195948336156349,0.005178167245663133,0.05052570697280665,-0.4741344482499805,0.5486623754578162,0.23271574038051485,1,2,1.0205594876980115,3028,2967,0
87,87,13.592365756649292,88276,88276,-0.17410643514805732,-0.007314755368613035,0.007510177476104385,0.17805307786007218,4.238049334226446e-05,1.0605969716665293e-08,0.8964569500859714,0.8036350633574418,0.08108212122035192,49.13580883669391,83.24379034499961,64.607664510623,1,1,1.0,3,3,0
88,88,13.592365756649292,85850,85850,-0.18095179861035024,-0.013457301018527268,0.013581997167134485,0.1823228894009044,-9.46968213906274e-05,3.028471178075495e-08,0.9066268123163174,0.821972176810847,0.09134358724960344,-92.61805189386278,95.23900255945726,1.0715163222339328,1,1,1.0,4,4,0
89,89,13.592365756649292,89516,89516,-0.202415930698254,-0.013310107601036236,0.013467926340453573,0.2057636207147764,1.1380790070347757e-06,3.1957716105925443e-08,0.8161172840129292,0.66604742126464,0.09482368475936127,41.45271055949106,61.009729733725365,47.09166835985373,1,2,1.1666666666666667,7,6,0
90,90,13.592365756649292,68184,68184,-0.1419779586429108,-0.04350832787921455,0.04315651916005514,0.14091215872246388,0.0006450462331777373,-9.65152196560424e-08,0.9584472009355145,0.9186210369811224,0.127416825824676,11.15300651312346,23.725444502598826,15.097801280859395,1,2,1.0909090909090908,72,66,0
91,91,13.592365756649292,64510,64510,-0.10620478393451087,-0.03121612339931512,0.03098007447248463,0.10545121080943475,0.0005524579102775817,-1.2498479994243595e-07,0.41304238776484953,0.17060401409048834,0.06724362116673309,-22.649525686829143,-3.624618811832377,-6.8370302120050646,1,7,1.4245810055865922,510,358,0
92,92,13.592365756649292,60704,60708,-0.055411170551199436,-0.012470662908838914,0.012571437561983423,0.05503840705718161,7.220127029938794e-05,-7.657266512551445e-08,0.5656344917275448,0.31994237823187793,0.06021208327323601,-18.379492220206902,16.299204984879225,-10.72808876356051,1,1,1.0,53,53,0
