,signal_id,entropy,n5,n25,n75,n95,median,mean,std,var,rms,no_zero_crossings,no_mean_crossings,min_height,max_height,mean_height,min_width,max_width,mean_width,num_detect_peak,num_true_peaks,fault
13,13,12.909556221024802,-0.05257345393684254,-0.0027943120969933233,0.002957218841654452,0.052932532441410496,8.61382738310823e-05,8.635529610551426e-05,0.43664215124711475,0.19065636824570825,0.03143357463776447,44808,44728,-12.53026740203195,16.470268899107747,-1.7905771938138078,1,1,1.0,5,5,0
14,14,12.90067876132638,-0.06248048254984381,-0.0034239003264957546,0.003668626419315313,0.06325516179628582,6.608576367828078e-05,9.155480043301029e-05,0.5172559477453176,0.26755371547790674,0.036646745283154744,41555,41629,-7.985195947198398,20.08179813962397,6.906010854310401,1,1,1.0,8,8,0
15,15,12.897843879910177,-6.374665887012298e-05,2.196029021117596e-05,0.00015354528555988622,0.000216794137623566,9.845930840768347e-05,8.691902305947558e-05,0.10583350895886166,0.011200731618545451,0.0010610047900344768,163,181,7.361704799507139,7.361704799507139,7.361704799507139,1,1,1.0,1,1,0
16,16,12.904545618845468,-7.85411799739677e-05,1.120135116572385e-05,0.0001569370328657893,0.00023746177469485819,8.53525410624556e-05,8.115372726586045e-05,0.018476308948024926,0.000341373992342866,0.0002351742150331383,156,202,0.0,0.0,0.0,0,0,0.0,0,0,0
17,17,12.894290195402212,-7.904844286983348e-05,1.8564320587444172e-05,0.00015590244256857844,0.0002443797105179611,9.666170058864054e-05,8.857987793358967e-05,0.08590464910302094,0.007379608737513157,0.0011229486128100162,174,308,-9.65947056509276,7.8422354339657545,-3.241915887212985,1,1,1.0,3,3,0
18,18,12.905477704659871,-0.023553733726636494,-0.004005662363807394,0.004144728026382438,0.023790108872365434,7.819416749299535e-05,9.978525220220687e-05,0.8862039124705148,0.7853573744780479,0.027630268512164522,17368,17465,10.476877593850084,28.48528694962087,19.481082271735477,1,1,1.0,2,2,0
19,19,12.898484555845183,-0.017856204732603853,-0.0028208964463622976,0.002971386223602268,0.018049677386645424,9.186586888443316e-05,0.00010556383704360554,0.624754822621573,0.3903185883889132,0.020294244215859344,16274,16338,7.052851992591531,7.052851992591531,7.052851992591531,1,1,1.0,1,1,0
20,20,12.895087835432534,-0.00038981570216849447,-1.0909495038458061e-06,0.0002038632608167834,0.0007118461789043628,9.243919677182078e-05,0.0001080640320566984,0.5784424772686426,0.3345956995086842,0.014046299056575564,4063,4216,-9.54701639171873,-9.54701639171873,-9.54701639171873,1,1,1.0,1,1,0
21,21,12.898874766563926,-0.2304135566885269,-0.04520688888536428,0.04437784659090513,0.2348638967953935,-0.00014021060905022864,0.00010555706862791175,0.16395798667321354,0.02688222139393367,0.09238187117914402,45817,45819,0.0,0.0,0.0,0,0,0.0,0,0,0
22,22,12.895354866747862,-0.222529064156344,-0.03615082214775889,0.03614910122396786,0.22507062515784565,-2.524990869545718e-05,0.0001065295972505584,0.1580897841515707,0.024992379853090215,0.08479814211833267,45784,45790,0.0,0.0,0.0,0,0,0.0,0,0,0
23,23,12.903259156997512,-0.14401550641020255,-0.02141440164352293,0.021022766636836998,0.14645693048705014,-0.00016293259171717978,0.00011018582558804853,0.10758038403541718,0.011573539029207843,0.05474899059869672,45600,45596,0.0,0.0,0.0,0,0,0.0,0,0,0
24,24,12.896488599684613,-0.03468094168463284,-0.0005364857982534943,0.0007005900621663841,0.035709920849813045,7.546508051436973e-05,8.192724164354592e-05,0.5515488961460167,0.3042061848398895,0.031097241148341403,31685,31824,-10.172153899729024,10.007788729999069,-3.889144169002236,1,1,1.0,15,15,0
25,25,12.909558695313873,-0.05929576335640049,-0.0016425665411876622,0.0018044148584053232,0.060168863534918356,9.851084716672176e-05,7.725713367547285e-05,0.2934567079070493,0.08611683941564327,0.02743133743753141,35930,36036,-9.623725755592716,9.125937887135402,-4.32490628212609,1,1,1.0,4,4,0
26,26,12.896300569203056,-0.06342156407870662,-0.0014514798919078586,0.0016011350360027876,0.06418580146163375,8.677057195605187e-05,8.461983910052697e-05,0.3936419028566865,0.154953947684633,0.03358878797763932,34521,34633,-12.397431392153091,10.078551643337878,-6.060131064286036,1,1,1.0,6,6,0
27,27,12.90689033239436,-0.05700633051866681,-0.0102824479260053,0.010362985662744295,0.058425683062859814,0.00011839975533733949,8.965175073392987e-05,0.20335429857348908,0.041352970748315745,0.03096371563631005,36934,37032,-13.007025846779646,7.7222815377162854,-6.374886738189563,1,1,1.0,13,13,0
28,28,12.902474523810618,-0.06598651323880364,-0.010905613877827847,0.010623408150683744,0.06776077080519173,8.205270716787894e-05,8.235841549071369e-05,0.06992431244337405,0.004889409470678594,0.029438414387037433,38121,38171,0.0,0.0,0.0,0,0,0.0,0,0,0
29,29,12.886484069538119,-0.07036833234366853,-0.012011518283656208,0.01193058245905565,0.07318624473987485,8.505285226823034e-05,9.110138317372195e-05,0.1409711982172179,0.019872878726798143,0.03448102659395947,36812,36828,-9.118071595595396,-7.189297553069153,-8.21212707738164,1,1,1.0,3,3,0
30,30,12.898359456077973,-0.06262741014100892,-0.01372185845648155,0.0140526224587183,0.06301087115880377,0.00012134732492441458,0.00010260807605966291,0.041496645631959726,0.001721971598704442,0.025370496825089628,22555,22555,0.0,0.0,0.0,0,0,0.0,0,0,0
31,31,12.894973322442691,-0.0714579576268889,-0.019121181240633334,0.01944098153317242,0.07272566708826632,2.2807588086593e-05,0.00010849756452552741,0.19105447630288633,0.036501812915370156,0.032768559626615165,24710,24748,-9.179882824589644,-9.179882824589644,-9.179882824589644,1,1,1.0,1,1,0
32,32,12.8975334048809,-0.009369638607249042,-0.0005687434769074962,0.0007929405552813407,0.009996115814824957,0.00011533955883002989,0.00011028292220460427,0.12289232986343987,0.015102524739264513,0.004859760587699771,14994,15286,0.0,0.0,0.0,0,0,0.0,0,0,0
33,33,12.9001968486481,-0.1791739057112114,-0.06088891572746957,0.06291212072307317,0.17422818003948137,0.001373749031721161,0.0001148254607228605,0.1524542662733209,0.023242303304936634,0.08419803272242987,31000,30982,-11.374380991302967,-7.168671919702176,-8.591749592438624,1,1,1.0,4,4,0
34,34,12.902549277310996,-0.1564611162621086,-0.05218258418746258,0.05323987380300599,0.1541211618114242,0.0009425229252408851,0.00011165813546029881,0.25601757243279144,0.06554499739437962,0.0795527182332928,32500,32526,-17.902911359115166,10.08425261090775,-3.845267119532669,1,1,1.0,16,16,0
35,35,12.898739710853242,-0.11128723396111323,-0.034169659469722724,0.034960790134807684,0.10871308107929167,0.0007253651036069897,0.00011055690955240012,0.2687191428069276,0.07220997771088995,0.05808992082801102,34120,34114,-7.099730242683021,9.33737387996109,-1.5879658648162014,1,1,1.0,3,3,0
36,36,12.90741614431461,-0.04018900731285421,-0.0018330802506634214,0.0019939182738282213,0.039991044081883864,7.126139610669213e-05,8.406783800572698e-05,0.26443676284555917,0.06992680154423851,0.025136808065935577,32820,32810,-10.19870832788099,10.108360719172975,1.1089469465938488,1,1,1.0,9,9,0
37,37,12.905194442471503,-0.045523150491445785,-0.0023087826830039404,0.0024648463259673292,0.04608084099692247,0.00011313590822403796,8.227181932815991e-05,0.12942997758751898,0.016752119098305665,0.02113590599213897,34977,34983,7.1617449791502095,9.42917121376524,8.058435807224834,1,1,1.0,3,3,0
38,38,12.895593258034438,-0.06160719521443572,-0.0029573786420589165,0.00311546888918679,0.06272424665463337,8.098525283095626e-05,8.739201961188966e-05,0.3166876591746144,0.10029107347349672,0.03175774938123293,34021,33951,-9.850639860596804,10.78544991744063,0.07880488979075491,1,1,1.0,10,10,0
39,39,12.90626246836458,-0.011679409446427688,-0.0001543369431793451,0.0003418538517423464,0.01187592053783122,9.087583889733075e-05,9.207576208753564e-05,0.5223988647225191,0.2729005738633768,0.02486933611736343,21604,21790,-9.81052051162951,13.96571198256081,0.8431528807500495,1,1,1.0,15,15,0
40,40,12.904590378820089,-0.02173366511667689,-0.00033891887844172963,0.0005354702255484511,0.022120632541550847,9.61509084138612e-05,8.592713140433111e-05,0.14432384796553857,0.020829373091579895,0.014743757370972192,25948,26020,8.152897238839405,8.238520991210207,8.195709115024805,1,1,1.0,2,2,0
41,41,12.892390594149397,-0.0008249171741821824,-0.00012913032358197185,0.000298678401611685,0.0010338755865533095,8.805214685736473e-05,9.191951354320315e-05,0.21159653399761766,0.044773093199804964,0.008380778763276467,9443,9571,-8.720144347007718,8.554852226665442,-2.515123938852359,1,1,1.0,6,6,0
42,42,12.906495791935791,-0.05870085627612065,-0.00031218632339502506,0.0005028849150274795,0.058937336187888434,8.441689359273141e-05,9.00807550448804e-05,0.3610399725817206,0.13034986180180957,0.03552669039387366,46215,46237,-9.661807670945683,10.84537787492179,1.267991713999475,1,1,1.0,9,9,0
43,43,12.89533478909755,-0.027871653026870287,-0.000273726003896968,0.0004685360666858429,0.02785572619721069,0.00010276778618312221,8.459903166873364e-05,0.1664141533666782,0.027693670440748292,0.01938374920262376,35607,35941,-8.023147745372306,7.946014159042119,4.403746068707052,1,1,1.0,5,5,0
44,44,12.896453503345143,-0.00610731651757832,-0.00011843246728204804,0.0002994897574798705,0.006428140510024238,9.54146632672348e-05,8.973125864475783e-05,0.2061198082882248,0.042485375368774544,0.01196714399546506,20862,21108,-7.462743089588239,8.091225472803,2.6608269747895017,1,1,1.0,6,6,0
45,45,12.900394136317873,-0.00513777801153421,-0.0004923054654426551,0.0006977279836376526,0.005316203674335185,9.334441692754325e-05,9.703333771631547e-05,0.03314828200382399,0.0010988085998050415,0.005545988239087177,10334,10480,0.0,0.0,0.0,0,0,0.0,0,0,0
46,46,12.926689068079634,-0.020352810411981004,-0.004410110553151991,0.004573149797954423,0.02051265810847926,0.00010014371662547816,8.175390692111763e-05,0.08112598273020329,0.006581425073941241,0.01939591274607359,17442,17524,0.0,0.0,0.0,0,0,0.0,0,0,0
47,47,12.89869969084323,-0.012077434196954725,-0.001974771470934833,0.002232863965567322,0.012218408851784268,9.640633249397013e-05,9.94616736118698e-05,0.05046583245678952,0.0025468002455567504,0.011378129008738398,13683,13759,0.0,0.0,0.0,0,0,0.0,0,0,0
48,48,12.908593257895774,-0.046992225890832615,-0.004060147789605395,0.004126241661367658,0.04938060249353734,5.004671186448206e-05,8.403678680399283e-05,0.4266641894290241,0.1820423305411262,0.035287427540624874,37763,37683,-12.624729759386655,11.359256248382993,-0.20371309364409207,1,1,1.0,16,16,0
49,49,12.898349447420479,-0.04819506114182976,-0.0044247479136194645,0.004455758587273095,0.04942345866455722,7.9237310276703e-05,7.921842060994711e-05,0.1382160589781083,0.01910367895943991,0.023704014296509097,36600,36686,7.159632596156288,7.159632596156288,7.159632596156288,1,1,1.0,1,1,0
50,50,12.88320222653024,-0.060877982533842086,-0.005030133577440976,0.005042922646948583,0.06287411014768815,7.474643425986471e-05,8.784299040633101e-05,1.3198511562904225,1.7420070747611651,0.06909516197886754,37154,37040,-32.33141980273081,8.076544638644675,-10.122699333145292,1,1,1.0,7,7,0
51,51,12.895179173638102,-0.24250695905175784,-0.0740317168556528,0.07694574649460417,0.23786505398045266,-0.0009860704558661837,0.00010786148622409991,0.15450437105695153,0.023871600675704163,0.10594305888759846,35578,35568,0.0,0.0,0.0,0,0,0.0,0,0,0
52,52,12.898386979369546,-0.19391197480366856,-0.05163361427325874,0.05223666521383574,0.19271115916776746,-0.0009225112827024873,0.00010557707189523175,0.13928646500263653,0.019400719332930694,0.0855451580700364,52400,52392,0.0,0.0,0.0,0,0,0.0,0,0,0
53,53,12.902010927340598,-0.15426051412360325,-0.0358275970004327,0.03636097472202904,0.15306078803307516,-0.0002021732780055352,0.00011102398847346432,0.12803413839572717,0.016392740594736215,0.06821539579168824,57757,57775,0.0,0.0,0.0,0,0,0.0,0,0,0
54,54,12.887643073329617,-0.07103812855322822,-0.0023918913428262467,0.002419280068564067,0.07196577924750058,9.654402675352003e-05,9.191791791832542e-05,0.4875556014153176,0.23771046447145205,0.04596067744296962,40048,40100,-7.52071634323438,7.069551127758363,-0.22558260773800853,1,1,1.0,2,2,0
55,55,12.903102279604338,-0.08134907399787616,-0.004092371054764676,0.0040172969167189265,0.08217598349604849,9.403281358011384e-05,8.42548835581299e-05,0.10976466456604114,0.01204828158729553,0.0314295078602446,40876,41036,-7.7116649184756945,7.290603584592722,-0.21053066694148637,1,1,1.0,2,2,0
56,56,12.901355044887119,-0.08577447447784808,-0.003831907676218549,0.003833142070239326,0.08832622279775514,8.652339311510104e-05,8.957460133335913e-05,0.1998107351535961,0.03992432988262052,0.03517431236543433,38744,38894,-10.93007996447663,-7.086235548939703,-8.973051490754182,1,1,1.0,7,7,0
57,57,12.909605705642544,-0.02727170178587679,-0.006867101761282968,0.0071355711473137795,0.027545116373480116,0.0001182498264249432,9.904548295028012e-05,0.7538381591019431,0.5682719701182064,0.02036478693479303,19722,19728,-13.488447451291197,8.68776988431317,-4.69351832422047,1,1,1.0,3,3,0
58,58,12.894194721373582,-0.03647092684336162,-0.009512518834752015,0.009800878778647881,0.036806939270162785,5.6435353371853125e-05,0.00010375608504341594,0.4070308690660662,0.16567412837267714,0.018781027142667942,20044,19966,0.0,0.0,0.0,0,0,0.0,0,0,0
59,59,12.895277063607338,-0.00032360935406572366,-5.073215323536662e-05,0.00023747247911876102,0.000644752861432174,9.04522623415005e-05,0.00010695640438919174,0.38170408736983,0.1456980103148348,0.004005585345764254,1100,1136,0.0,0.0,0.0,0,0,0.0,0,0,0
60,60,12.893641797776057,-0.021406105564431496,-0.005682393747351355,0.005880407691866374,0.02163900962115023,0.00010753553476128275,0.00010469166838085863,0.32014378859267834,0.10249204537447353,0.01542367437146772,15560,15610,7.652017996631226,7.652017996631226,7.652017996631226,1,1,1.0,1,1,0
61,61,12.898967294206638,-0.01894793770863643,-0.005170786448831066,0.005421157093099538,0.019130168878194447,5.8793959704317444e-05,0.00010694155282612283,0.3990372317095716,0.15923071229043836,0.013559495447434483,15866,15796,0.0,0.0,0.0,0,0,0.0,0,0,0
62,62,12.906986124442108,-0.0007651644959566717,-5.088686046939017e-05,0.00025493279475785613,0.0012045485096308095,9.512166201375294e-05,0.00010526726601603393,0.2731572798281529,0.07461489952311584,0.0057897098028623865,3101,3230,-13.295103918334526,11.41451700576756,-7.124873808524668,1,1,1.0,7,7,0
63,63,12.903062433807564,-0.021113961983205337,-0.0058775033683662326,0.006089424042527769,0.02155896214528265,0.00012991613262691715,0.00011552464651377073,0.0231168233855139,0.0005343875234370423,0.010571866131364127,10522,10472,0.0,0.0,0.0,0,0,0.0,0,0,0
64,64,12.885850858351187,-0.028336206090926373,-0.006989831633447352,0.007119058115736099,0.02862622249668561,0.00014941042297245133,0.00011596054780448841,0.051729924970162995,0.002675985137418693,0.018328487562797324,15684,15650,0.0,0.0,0.0,0,0,0.0,0,0,0
65,65,12.906870485020619,-0.010248254369597733,-0.0024875972327840223,0.0026579199482059668,0.010418029145117181,9.584323691658181e-05,0.00011379663653917321,0.010731357189358989,0.00011516202712560686,0.004736556709767989,8594,8614,0.0,0.0,0.0,0,0,0.0,0,0,0
66,66,12.901165432170531,-4.108351251872477e-05,4.916999639625885e-05,0.00014519752903918715,0.00020161815011028315,9.069422627305812e-05,9.178637817495121e-05,0.10650989825335044,0.011344358425939064,0.0010446358808292096,135,134,8.289097741365849,8.289097741365849,8.289097741365849,1,1,1.0,1,1,0
67,67,12.892044142341003,-2.8939335594557747e-05,3.7077579578159714e-05,0.00013880753179984495,0.00020049343049377552,9.344905077579568e-05,8.66413628065418e-05,0.010545384624948547,0.00011120513688810121,0.00012990836330308448,63,56,0.0,0.0,0.0,0,0,0.0,0,0,0
68,68,12.901571093962138,-2.82727096077906e-05,4.161412105752049e-05,0.00014227942983069397,0.0002089531368807296,9.205122553446188e-05,9.223052255884562e-05,0.02537711400385741,0.0006439979151647759,0.00023349699155597497,56,174,0.0,0.0,0.0,0,0,0.0,0,0,0
69,69,12.896577873474808,-3.811201568115763e-05,2.3420211112235023e-05,0.00014622161478117235,0.00022351738638237695,9.89675359432951e-05,9.150929897688328e-05,0.7316594809857171,0.5353255961162889,0.010484183013664765,679,746,-9.61465133961271,9.314403546717019,-5.010591516410143,1,1,1.0,5,5,0
70,70,12.896435954713517,-0.00014552021989295836,-6.616482512988853e-07,0.00016535082171431625,0.00030344785471259067,9.321315798116458e-05,8.405642814666997e-05,0.8765078729185231,0.7682660512881538,0.01095130541402299,1518,1652,-8.183146830819993,-8.183146830819993,-8.183146830819993,1,1,1.0,1,1,0
71,71,12.908070542688078,-0.00031083169459300564,-3.184688477420039e-05,0.00022423668342241854,0.0004681437752874218,9.530073274888196e-05,9.115991650006312e-05,0.9946890634416768,0.9894063329304803,0.015872605414529596,2408,2568,-9.945417005619127,8.51475054332586,-3.4800128235646315,1,1,1.0,3,3,0
72,72,12.896679101180382,-0.29759204775310943,-0.006876168303705299,0.007168235066171036,0.29387688111105226,0.00010931933915125924,0.00011198237840349642,0.216641007767122,0.04693332624635422,0.09254437022581928,63593,63637,0.0,0.0,0.0,0,0,0.0,0,0,0
73,73,12.894631817255274,-0.43020377079549266,-0.02085544506110182,0.02127450611314785,0.4279932422834399,0.00014744261509136436,9.763547983621584e-05,0.3023793608434299,0.0914332778640812,0.14052415096887505,72471,72519,0.0,0.0,0.0,0,0,0.0,0,0,0
74,74,12.89790896729002,-0.45908938563789903,-0.024483793521217212,0.02501755241254633,0.4570970112902306,0.00010129731889119142,0.00010679742966210777,0.3109472323463836,0.09668818130387587,0.15007990812475136,75527,75541,0.0,0.0,0.0,0,0,0.0,0,0,0
75,75,12.905581084585032,-0.007810258224491484,-0.0007012166262798658,0.0008701172077385522,0.007814355444837925,9.098991138767332e-05,0.00010905239285075036,2.9452961158474094,8.674769210025836,0.13827113664553858,8378,8494,-9.310651524639788,37.37420478668852,14.536038067926293,1,2,1.3636363636363635,15,11,0
76,76,12.897072522282594,-0.012285590146691571,-0.0023668595475254683,0.0026063490578822623,0.012635897594031071,7.802444684212873e-05,0.00010892711937488401,0.6411611704951999,0.4110876465507748,0.02623971393004341,7188,7186,-13.49291692926092,-10.7457980538168,-12.11935749153886,1,1,1.0,2,2,0
77,77,12.897733722384812,-0.0025020288261083934,1.1668075939219591e-05,0.0001904412055933058,0.0026589201498647824,9.456524024953339e-05,0.00011273111753057241,0.0027509552936221117,7.567755027507519e-06,0.000983235816696481,1207,1342,0.0,0.0,0.0,0,0,0.0,0,0,0
78,78,12.903590261807672,-0.24717652248467697,-0.027075858881036474,0.026878826155469993,0.2507386332964966,-2.5051334485937105e-05,0.00011082142745194774,0.17325699935504754,0.030017987825514948,0.08654757747261752,47231,47213,0.0,0.0,0.0,0,0,0.0,0,0,0
79,79,12.906453599152007,-0.23573876625436227,-0.02316757639343825,0.023374425951805833,0.23738569777279575,9.52502855846582e-05,0.00012010147314061426,0.1668390067354957,0.027835254168486784,0.08153083737214349,46056,46042,0.0,0.0,0.0,0,0,0.0,0,0,0
80,80,12.9032940152985,-0.12726863911973596,-0.009140172399380475,0.009394186041287611,0.12802245134939624,0.0001314021975034052,0.00011538270958480491,0.10094053925328389,0.010188992464743744,0.04323348912485943,40298,40284,0.0,0.0,0.0,0,0,0.0,0,0,0
81,81,12.898151755906182,-0.28991765135030323,-0.018575031342953352,0.018344445810273058,0.29034905951134793,8.397329065346071e-05,0.00010453933411913184,6.547681366725654,42.87213128016633,0.695096557801987,51149,51145,-10.346906583316208,31.395814941859793,8.948282445730992,1,1,1.0,13,13,0
82,82,12.900426597648327,-0.18481014310873678,-0.01392573944944564,0.013913635497989851,0.1880760349650143,0.00014402607696339942,0.00010751080162812031,2.090739905710198,4.371193353329088,0.21670506459378935,46898,46934,-36.74768898024588,10.467893036741685,-6.768296432945378,1,1,1.0,24,24,0
83,83,12.906575208817387,-0.1165697017130938,-0.007529582591683237,0.007797431851646053,0.11704894723250277,8.820644228890728e-05,0.00010942482208581774,5.116050109532765,26.173968723250212,0.3610094202826308,41107,41127,-10.109898840859271,21.778990478407867,5.0639387069836745,1,1,1.0,6,6,0
84,84,12.904458579825825,-0.19245455785280718,-0.06212939072307222,0.06242357870783799,0.19210960712763736,0.00011074830942447988,0.00010895509155231922,0.12166454273166753,0.014802260958105756,0.08606186029539384,29180,29176,0.0,0.0,0.0,0,0,0.0,0,0,0
85,85,12.899654731505054,-0.159639044752171,-0.05118469921958102,0.051250870503634305,0.15963221756005924,0.00021483619586248892,0.00011654892975150472,0.09823692609400606,0.009650493648399207,0.07083771632023478,28802,28824,0.0,0.0,0.0,0,0,0.0,0,0,0
86,86,12.892600466387696,-0.1206576848066625,-0.036216949637645435,0.03637464165618276,0.12114032863214774,-0.00016650572669596464,0.00012007221415966206,0.07391161080676802,0.0054629262120511465,0.0523280466552298,30362,30330,0.0,0.0,0.0,0,0,0.0,0,0,0
87,87,12.907902026472954,-0.17080033885130072,-0.007020980849549829,0.007432801284232848,0.17381600157329827,0.0001362521425321006,9.271678200656074e-05,0.9842796163425055,0.9688063631473498,0.08212752719134656,44022,44030,-8.557068641224008,20.44207906948558,6.66088208189182,1,1,1.0,3,3,0
88,88,12.907356632313016,-0.17985905261337845,-0.01340957880295468,0.013636967143544787,0.18007428997741293,2.7421236759472833e-05,7.995056499169882e-05,0.979660316927511,0.9597343365625113,0.09373601123969913,43139,43143,-9.074063850996625,19.483037434963837,7.850782575315693,1,1,1.0,4,4,0
89,89,12.901654360205564,-0.20879656938184518,-0.013199248565660682,0.013591232248217011,0.21281851394447876,9.907252719898452e-05,9.433619143639134e-05,0.8421348129191386,0.7091910431303526,0.09493694854959757,45106,45092,-11.21859097932689,14.206512334859404,-4.125596512191147,1,1,1.0,5,5,0
90,90,12.897986565937323,-0.13645602811816962,-0.04189659354025821,0.04186233185904786,0.13619413470327135,0.0007330369620373034,0.0001042128158696421,0.9348592219675848,0.873961764897838,0.12058622765532492,33384,33380,-8.339680461436773,8.713783456386277,1.0350596039011704,1,1,1.0,9,9,0
91,91,12.894621771219333,-0.10525062519870536,-0.03124952764192912,0.031106536184077882,0.10469913310312144,0.0006719038134743727,0.0001053057399734761,0.4634756349648262,0.2148096642060488,0.06878309960069377,32016,32024,-7.277255662897049,9.323995679230485,2.066211172070117,1,1,1.0,5,5,0
92,92,12.902494458623769,-0.058552024075623765,-0.012995434491322677,0.013290928551073833,0.058222216732678536,0.000199879152325666,0.00010794804923861643,0.6118673047395491,0.37438159860924025,0.06560094539535131,30906,30934,-8.130712640763996,9.200378973689233,5.3745357858848815,1,1,1.0,7,7,0
93,93,12.903457369278538,-0.012917717986728226,-0.00025515717547053285,0.0004216484502130857,0.01355273073361818,8.873665993025526e-05,8.990154106331675e-05,0.2596428971121154,0.06741443402077256,0.015939357771252053,20991,21221,-11.240662524955619,9.315216322393994,-3.6184176164578536,1,1,1.0,10,10,0
94,94,12.90279592422222,-0.043293360020352264,-0.0007200480920834806,0.0009102166943506518,0.04365774910718656,0.00010880188492556897,8.488867621303696e-05,0.11664212828486413,0.0136053860908227,0.01878831551859431,30684,30854,0.0,0.0,0.0,0,0,0.0,0,0,0
95,95,12.88990154545112,-0.040375170752335696,-0.0007127958915740251,0.0008657117643744439,0.042142373340146116,8.15182655706792e-05,9.129336070026892e-05,0.17724069720037003,0.03141426474407325,0.02178239576705249,27548,27552,-9.305040276058767,8.775738542260934,-0.8540402843276834,1,1,1.0,7,7,0
96,96,12.8924796621332,-0.016719441616493923,-0.0024900894258603756,0.002703607498130367,0.01698602120796496,0.00011609409727419973,9.768581405968531e-05,0.4025776058272097,0.1620687287135682,0.012691697806157105,14828,14888,0.0,0.0,0.0,0,0,0.0,0,0,0
97,97,12.901589516155482,-0.014600330806438678,-0.002351058157650243,0.0025521127288978818,0.014832914242664488,0.00010258994978329383,0.00010343239382648589,0.4086656079448348,0.16700757911692143,0.014924868956113148,15800,15880,-9.06018550358128,8.234901244028315,0.9421408861984817,1,1,1.0,7,7,0
