,signal_id,measurement_id,entropy,n5,n25,n75,n95,median,mean,std,var,rms,no_zero_crossings,no_mean_crossings,min_height,max_height,mean_height,min_width,max_width,mean_width,num_detect_peak,num_true_peaks,fault
10,10,3,13.592365756649292,103970,103970,-0.19438021114602105,-0.04338720188171763,0.0430819805862388,0.19511111301387918,4.157885471300915e-05,-1.5033093661835865e-07,4.212800432848908,17.74768748701195,0.305260528489174,0.7467144553522047,254.09871231019633,14.509385101219731,1,9,1.4779265873015872,5959,4032,0
11,11,3,13.592365756649292,103970,103970,-0.19438021114602105,-0.04338720188171763,0.0430819805862388,0.19511111301387918,4.157885471300915e-05,-1.5033093661835865e-07,4.212800432848908,17.74768748701195,0.305260528489174,0.7467144553522047,254.09871231019633,14.509385101219731,1,9,1.4779265873015872,5959,4032,0
12,12,4,13.592365756649292,78340,78338,-0.0407698743123623,-0.0015426997608667392,0.0015818825839950534,0.04129174960537292,8.527948835990173e-07,-1.3369734797126957e-08,0.761366768365991,0.5796793559720727,0.034600380889652435,12.349482838237904,223.5031430232532,31.720853929423164,1,3,1.434782608695652,99,69,0
13,13,4,13.592365756649292,78340,78338,-0.0407698743123623,-0.0015426997608667392,0.0015818825839950534,0.04129174960537292,8.527948835990173e-07,-1.3369734797126957e-08,0.761366768365991,0.5796793559720727,0.034600380889652435,12.349482838237904,223.5031430232532,31.720853929423164,1,3,1.434782608695652,99,69,0
14,14,4,13.592365756649292,78340,78338,-0.0407698743123623,-0.0015426997608667392,0.0015818825839950534,0.04129174960537292,8.527948835990173e-07,-1.3369734797126957e-08,0.761366768365991,0.5796793559720727,0.034600380889652435,12.349482838237904,223.5031430232532,31.720853929423164,1,3,1.434782608695652,99,69,0
15,15,5,13.592365756649292,270,270,-0.00019527728927545284,-9.655057551594126e-05,0.00010227330090550879,0.000193577400185424,4.500501874282747e-06,2.7157969965503184e-10,0.08718881698946324,0.007601889808022114,0.0008023503568584596,-0.0004333841136663352,23.234728616453175,0.0025451709421707874,1,4,1.1097089333206183,104731,94377,0
16,16,5,13.592365756649292,270,270,-0.00019527728927545284,-9.655057551594126e-05,0.00010227330090550879,0.000193577400185424,4.500501874282747e-06,2.7157969965503184e-10,0.08718881698946324,0.007601889808022114,0.0008023503568584596,-0.0004333841136663352,23.234728616453175,0.0025451709421707874,1,4,1.1097089333206183,104731,94377,0
17,17,5,13.592365756649292,270,270,-0.00019527728927545284,-9.655057551594126e-05,0.00010227330090550879,0.000193577400185424,4.500501874282747e-06,2.7157969965503184e-10,0.08718881698946324,0.007601889808022114,0.0008023503568584596,-0.0004333841136663352,23.234728616453175,0.0025451709421707874,1,4,1.1097089333206183,104731,94377,0
18,18,6,13.592365756649292,34762,34760,-0.024232093035961008,-0.004225411595916384,0.004172981134140663,0.02427091895485177,4.573095075954825e-07,-1.7602186242705433e-08,0.876822763389336,0.7688181583977115,0.027779909929077036,18.040596466862738,182.1448281114184,49.59861108054126,1,3,1.511111111111111,68,45,0
19,19,6,13.592365756649292,34762,34760,-0.024232093035961008,-0.004225411595916384,0.004172981134140663,0.02427091895485177,4.573095075954825e-07,-1.7602186242705433e-08,0.876822763389336,0.7688181583977115,0.027779909929077036,18.040596466862738,182.1448281114184,49.59861108054126,1,3,1.511111111111111,68,45,0
20,20,6,13.592365756649292,34762,34760,-0.024232093035961008,-0.004225411595916384,0.004172981134140663,0.02427091895485177,4.573095075954825e-07,-1.7602186242705433e-08,0.876822763389336,0.7688181583977115,0.027779909929077036,18.040596466862738,182.1448281114184,49.59861108054126,1,3,1.511111111111111,68,45,0
21,21,7,13.592365756649292,91156,91154,-0.22881318463962755,-0.04519375591220598,0.04424092502082533,0.23240831881677648,-0.00026144502021807625,-5.197312119390475e-07,0.1628132946586893,0.026508168917617186,0.09180357405276804,-0.23287027346492373,2.4301498423026437,0.09147265904578285,1,3,1.0780418556480125,120745,112004,0
22,22,7,13.592365756649292,91156,91154,-0.22881318463962755,-0.04519375591220598,0.04424092502082533,0.23240831881677648,-0.00026144502021807625,-5.197312119390475e-07,0.1628132946586893,0.026508168917617186,0.09180357405276804,-0.23287027346492373,2.4301498423026437,0.09147265904578285,1,3,1.0780418556480125,120745,112004,0
23,23,7,13.592365756649292,91156,91154,-0.22881318463962755,-0.04519375591220598,0.04424092502082533,0.23240831881677648,-0.00026144502021807625,-5.197312119390475e-07,0.1628132946586893,0.026508168917617186,0.09180357405276804,-0.23287027346492373,2.4301498423026437,0.09147265904578285,1,3,1.0780418556480125,120745,112004,0
24,24,8,13.592365756649292,63065,63071,-0.03460408736709279,-0.0006056577233191085,0.0006091725098977818,0.03538104236587481,-9.312242315928643e-06,-4.4212859343602215e-08,0.469201466658186,0.22015001631419287,0.027634042179063838,-1.000935175285754,82.20660855916887,0.06169073284735557,1,10,1.1166431904638705,116534,104361,0
25,25,8,13.592365756649292,63065,63071,-0.03460408736709279,-0.0006056577233191085,0.0006091725098977818,0.03538104236587481,-9.312242315928643e-06,-4.4212859343602215e-08,0.469201466658186,0.22015001631419287,0.027634042179063838,-1.000935175285754,82.20660855916887,0.06169073284735557,1,10,1.1166431904638705,116534,104361,0
26,26,8,13.592365756649292,63065,63071,-0.03460408736709279,-0.0006056577233191085,0.0006091725098977818,0.03538104236587481,-9.312242315928643e-06,-4.4212859343602215e-08,0.469201466658186,0.22015001631419287,0.027634042179063838,-1.000935175285754,82.20660855916887,0.06169073284735557,1,10,1.1166431904638705,116534,104361,0
27,27,9,13.592365756649292,72892,72890,-0.05676475670371541,-0.009806917934138681,0.009695420679669553,0.057922483058037245,5.019645996640065e-06,2.7667933245606972e-08,0.15744635330100487,0.02478935416778485,0.028837529796914334,-0.4844157204341588,44.05080565937189,0.03519165611554159,1,6,1.1041368397257176,117224,106168,0
28,28,9,13.592365756649292,72892,72890,-0.05676475670371541,-0.009806917934138681,0.009695420679669553,0.057922483058037245,5.019645996640065e-06,2.7667933245606972e-08,0.15744635330100487,0.02478935416778485,0.028837529796914334,-0.4844157204341588,44.05080565937189,0.03519165611554159,1,6,1.1041368397257176,117224,106168,0
29,29,9,13.592365756649292,72892,72890,-0.05676475670371541,-0.009806917934138681,0.009695420679669553,0.057922483058037245,5.019645996640065e-06,2.7667933245606972e-08,0.15744635330100487,0.02478935416778485,0.028837529796914334,-0.4844157204341588,44.05080565937189,0.03519165611554159,1,6,1.1041368397257176,117224,106168,0
30,30,10,13.592365756649292,44984,44984,-0.060160392598186174,-0.012904733437160587,0.01312864867037522,0.06021365654531578,3.168359834782031e-05,6.6672849055498575e-09,0.07724584267727969,0.005966920210923044,0.024670522433525084,3.84849695297707,27.931144905838366,8.775392839500903,1,2,1.5,15,10,0
31,31,10,13.592365756649292,44984,44984,-0.060160392598186174,-0.012904733437160587,0.01312864867037522,0.06021365654531578,3.168359834782031e-05,6.6672849055498575e-09,0.07724584267727969,0.005966920210923044,0.024670522433525084,3.84849695297707,27.931144905838366,8.775392839500903,1,2,1.5,15,10,0
32,32,10,13.592365756649292,44984,44984,-0.060160392598186174,-0.012904733437160587,0.01312864867037522,0.06021365654531578,3.168359834782031e-05,6.6672849055498575e-09,0.07724584267727969,0.005966920210923044,0.024670522433525084,3.84849695297707,27.931144905838366,8.775392839500903,1,2,1.5,15,10,0
33,33,11,13.592365756649292,62982,62982,-0.1800864251696673,-0.06101741815813799,0.06241739860900408,0.17501533532154787,0.0011273659623740606,6.603128178528652e-07,0.3176520689919382,0.10090283693485906,0.08888013232494138,6.763402235450397,62.95094677364682,15.435380074791937,1,2,1.3661971830985915,97,71,0
34,34,11,13.592365756649292,62982,62982,-0.1800864251696673,-0.06101741815813799,0.06241739860900408,0.17501533532154787,0.0011273659623740606,6.603128178528652e-07,0.3176520689919382,0.10090283693485906,0.08888013232494138,6.763402235450397,62.95094677364682,15.435380074791937,1,2,1.3661971830985915,97,71,0
35,35,11,13.592365756649292,62982,62982,-0.1800864251696673,-0.06101741815813799,0.06241739860900408,0.17501533532154787,0.0011273659623740606,6.603128178528652e-07,0.3176520689919382,0.10090283693485906,0.08888013232494138,6.763402235450397,62.95094677364682,15.435380074791937,1,2,1.3661971830985915,97,71,0
36,36,12,13.592365756649292,66772,66772,-0.04468277297533216,-0.002017557766907263,0.0020321387045498795,0.044349092237348384,3.869553207636045e-06,-2.3160674137909626e-08,0.2722202184070028,0.07410384730955628,0.025083879559192952,1.6656508574921043,81.08467782046769,5.610222407512069,1,4,1.366412213740458,358,262,0
37,37,12,13.592365756649292,66772,66772,-0.04468277297533216,-0.002017557766907263,0.0020321387045498795,0.044349092237348384,3.869553207636045e-06,-2.3160674137909626e-08,0.2722202184070028,0.07410384730955628,0.025083879559192952,1.6656508574921043,81.08467782046769,5.610222407512069,1,4,1.366412213740458,358,262,0
38,38,12,13.592365756649292,66772,66772,-0.04468277297533216,-0.002017557766907263,0.0020321387045498795,0.044349092237348384,3.869553207636045e-06,-2.3160674137909626e-08,0.2722202184070028,0.07410384730955628,0.025083879559192952,1.6656508574921043,81.08467782046769,5.610222407512069,1,4,1.366412213740458,358,262,0
39,39,13,13.592365756649292,41332,41332,-0.010973175300974523,-0.00025586907448915674,0.0002557857740379532,0.011311772616100611,-6.952527055403834e-06,2.821085637543304e-09,0.39621105647857785,0.1569832012758708,0.019154006013942758,-1.0178846298320248,93.69072615764873,0.048514432099985315,1,7,1.1284350680933852,111363,98688,0
40,40,13,13.592365756649292,41332,41332,-0.010973175300974523,-0.00025586907448915674,0.0002557857740379532,0.011311772616100611,-6.952527055403834e-06,2.821085637543304e-09,0.39621105647857785,0.1569832012758708,0.019154006013942758,-1.0178846298320248,93.69072615764873,0.048514432099985315,1,7,1.1284350680933852,111363,98688,0
41,41,13,13.592365756649292,41332,41332,-0.010973175300974523,-0.00025586907448915674,0.0002557857740379532,0.011311772616100611,-6.952527055403834e-06,2.821085637543304e-09,0.39621105647857785,0.1569832012758708,0.019154006013942758,-1.0178846298320248,93.69072615764873,0.048514432099985315,1,7,1.1284350680933852,111363,98688,0
42,42,14,13.592365756649292,84234,84234,-0.045209312494768734,-0.0003728256384574191,0.00038587488337249454,0.04521691794436553,-1.1034864058956373e-05,1.8230837233510426e-10,0.3168466279478825,0.10039178564194388,0.02966325465237238,2.9523706163468733,48.505589392611625,9.478876802388305,1,2,1.2784090909090908,225,176,0
43,43,14,13.592365756649292,84234,84234,-0.045209312494768734,-0.0003728256384574191,0.00038587488337249454,0.04521691794436553,-1.1034864058956373e-05,1.8230837233510426e-10,0.3168466279478825,0.10039178564194388,0.02966325465237238,2.9523706163468733,48.505589392611625,9.478876802388305,1,2,1.2784090909090908,225,176,0
44,44,14,13.592365756649292,84234,84234,-0.045209312494768734,-0.0003728256384574191,0.00038587488337249454,0.04521691794436553,-1.1034864058956373e-05,1.8230837233510426e-10,0.3168466279478825,0.10039178564194388,0.02966325465237238,2.9523706163468733,48.505589392611625,9.478876802388305,1,2,1.2784090909090908,225,176,0
45,45,15,13.592365756649292,20854,20854,-0.005246513342996639,-0.0005785999028784516,0.0005912335364390842,0.005261908798883969,-3.991590418195301e-06,1.8995616883540656e-08,0.034078978410778706,0.001161376769522321,0.005562788120524813,0.07837409385037919,6.218443032135225,0.2574647273697485,1,3,1.1223255813953488,2413,2150,0
46,46,15,13.592365756649292,20854,20854,-0.005246513342996639,-0.0005785999028784516,0.0005912335364390842,0.005261908798883969,-3.991590418195301e-06,1.8995616883540656e-08,0.034078978410778706,0.001161376769522321,0.005562788120524813,0.07837409385037919,6.218443032135225,0.2574647273697485,1,3,1.1223255813953488,2413,2150,0
47,47,15,13.592365756649292,20854,20854,-0.005246513342996639,-0.0005785999028784516,0.0005912335364390842,0.005261908798883969,-3.991590418195301e-06,1.8995616883540656e-08,0.034078978410778706,0.001161376769522321,0.005562788120524813,0.07837409385037919,6.218443032135225,0.2574647273697485,1,3,1.1223255813953488,2413,2150,0
48,48,16,13.592365756649292,74656,74656,-0.04694916016955482,-0.004006949921839809,0.00391761499903609,0.04877921304853548,-3.300212866719221e-05,-4.27695312035361e-09,0.9200021350441981,0.846403928485883,0.047357558880646924,-2.672945653660401,210.1836710515275,0.10893262265168095,1,11,1.1301566373571277,121719,107701,0
49,49,16,13.592365756649292,74656,74656,-0.04694916016955482,-0.004006949921839809,0.00391761499903609,0.04877921304853548,-3.300212866719221e-05,-4.27695312035361e-09,0.9200021350441981,0.846403928485883,0.047357558880646924,-2.672945653660401,210.1836710515275,0.10893262265168095,1,11,1.1301566373571277,121719,107701,0
50,50,16,13.592365756649292,74656,74656,-0.04694916016955482,-0.004006949921839809,0.00391761499903609,0.04877921304853548,-3.300212866719221e-05,-4.27695312035361e-09,0.9200021350441981,0.846403928485883,0.047357558880646924,-2.672945653660401,210.1836710515275,0.10893262265168095,1,11,1.1301566373571277,121719,107701,0
51,51,17,13.592365756649292,71808,71808,-0.23937166578853628,-0.07340679314280285,0.0758128687248929,0.23510891366234643,-0.0010006447630193094,-3.9052590515965574e-08,0.14952443314884384,0.022357556108483074,0.10476550597814564,0.9590450572362368,16.360024546925708,1.4447592836674372,1,2,1.0285714285714285,108,105,0
52,52,17,13.592365756649292,71808,71808,-0.23937166578853628,-0.07340679314280285,0.0758128687248929,0.23510891366234643,-0.0010006447630193094,-3.9052590515965574e-08,0.14952443314884384,0.022357556108483074,0.10476550597814564,0.9590450572362368,16.360024546925708,1.4447592836674372,1,2,1.0285714285714285,108,105,0
53,53,17,13.592365756649292,71808,71808,-0.23937166578853628,-0.07340679314280285,0.0758128687248929,0.23510891366234643,-0.0010006447630193094,-3.9052590515965574e-08,0.14952443314884384,0.022357556108483074,0.10476550597814564,0.9590450572362368,16.360024546925708,1.4447592836674372,1,2,1.0285714285714285,108,105,0
54,54,18,13.592365756649292,79278,79276,-0.0698134913259377,-0.002532066512307196,0.002390956360333152,0.07089034788773758,4.987267475442536e-06,-9.647171536872374e-09,0.3802000094647178,0.1445520471969715,0.03862077367713075,1.9202329934293676,36.94978305917341,6.332175651868917,1,3,1.7439613526570048,722,414,0
55,55,18,13.592365756649292,79278,79276,-0.0698134913259377,-0.002532066512307196,0.002390956360333152,0.07089034788773758,4.987267475442536e-06,-9.647171536872374e-09,0.3802000094647178,0.1445520471969715,0.03862077367713075,1.9202329934293676,36.94978305917341,6.332175651868917,1,3,1.7439613526570048,722,414,0
56,56,18,13.592365756649292,79278,79276,-0.0698134913259377,-0.002532066512307196,0.002390956360333152,0.07089034788773758,4.987267475442536e-06,-9.647171536872374e-09,0.3802000094647178,0.1445520471969715,0.03862077367713075,1.9202329934293676,36.94978305917341,6.332175651868917,1,3,1.7439613526570048,722,414,0
57,57,19,13.592365756649292,38400,38404,-0.028846124209836812,-0.006739247876808019,0.006781491594261446,0.02895723377764216,7.081428545774315e-07,8.659834547689716e-08,0.7667542717431289,0.587912113236336,0.020721422651210884,-0.9058870992428574,245.13990646796776,0.03587261840141037,1,10,1.0949206893422208,108580,99167,0
58,58,19,13.592365756649292,38400,38404,-0.028846124209836812,-0.006739247876808019,0.006781491594261446,0.02895723377764216,7.081428545774315e-07,8.659834547689716e-08,0.7667542717431289,0.587912113236336,0.020721422651210884,-0.9058870992428574,245.13990646796776,0.03587261840141037,1,10,1.0949206893422208,108580,99167,0
59,59,19,13.592365756649292,38400,38404,-0.028846124209836812,-0.006739247876808019,0.006781491594261446,0.02895723377764216,7.081428545774315e-07,8.659834547689716e-08,0.7667542717431289,0.587912113236336,0.020721422651210884,-0.9058870992428574,245.13990646796776,0.03587261840141037,1,10,1.0949206893422208,108580,99167,0
60,60,20,13.592365756649292,31636,31638,-0.022585687614442483,-0.006191945825241074,0.006139637613821414,0.02260346577671255,3.229251487013585e-05,-4.3543707622658974e-08,0.2902428992707151,0.08424094057707048,0.015364243086990996,-0.536595066628963,44.5099061444445,0.02306482403293348,1,9,1.1094874146540303,108874,98130,0
61,61,20,13.592365756649292,31636,31638,-0.022585687614442483,-0.006191945825241074,0.006139637613821414,0.02260346577671255,3.229251487013585e-05,-4.3543707622658974e-08,0.2902428992707151,0.08424094057707048,0.015364243086990996,-0.536595066628963,44.5099061444445,0.02306482403293348,1,9,1.1094874146540303,108874,98130,0
62,62,20,13.592365756649292,31636,31638,-0.022585687614442483,-0.006191945825241074,0.006139637613821414,0.02260346577671255,3.229251487013585e-05,-4.3543707622658974e-08,0.2902428992707151,0.08424094057707048,0.015364243086990996,-0.536595066628963,44.5099061444445,0.02306482403293348,1,9,1.1094874146540303,108874,98130,0
63,63,21,13.592365756649292,20664,20664,-0.02110368457890539,-0.005953443944139103,0.005889952700679935,0.021262724990703325,2.2016076322017852e-06,-4.0990116445942845e-08,0.022756606150896856,0.0005178631235070367,0.010461968528782372,0.00017231958424979155,0.6874753933523792,0.015174891720613875,1,3,1.1079868497389287,57294,51710,0
64,64,21,13.592365756649292,20664,20664,-0.02110368457890539,-0.005953443944139103,0.005889952700679935,0.021262724990703325,2.2016076322017852e-06,-4.0990116445942845e-08,0.022756606150896856,0.0005178631235070367,0.010461968528782372,0.00017231958424979155,0.6874753933523792,0.015174891720613875,1,3,1.1079868497389287,57294,51710,0
65,65,21,13.592365756649292,20664,20664,-0.02110368457890539,-0.005953443944139103,0.005889952700679935,0.021262724990703325,2.2016076322017852e-06,-4.0990116445942845e-08,0.022756606150896856,0.0005178631235070367,0.010461968528782372,0.00017231958424979155,0.6874753933523792,0.015174891720613875,1,3,1.1079868497389287,57294,51710,0
66,66,22,13.592364023779174,178,178,-0.00019082289421703535,-0.000100171679228378,9.08416708975679e-05,0.00018235435869762284,5.823175822428084e-06,-1.9384915091429474e-11,0.07736041518128302,0.005984633837020485,0.0006141377851764642,-0.0002444668152445928,24.53586751655955,0.001841819538949404,1,3,1.1090868554320477,104466,94191,0
67,67,22,13.592364023779174,178,178,-0.00019082289421703535,-0.000100171679228378,9.08416708975679e-05,0.00018235435869762284,5.823175822428084e-06,-1.9384915091429474e-11,0.07736041518128302,0.005984633837020485,0.0006141377851764642,-0.0002444668152445928,24.53586751655955,0.001841819538949404,1,3,1.1090868554320477,104466,94191,0
68,68,22,13.592364023779174,178,178,-0.00019082289421703535,-0.000100171679228378,9.08416708975679e-05,0.00018235435869762284,5.823175822428084e-06,-1.9384915091429474e-11,0.07736041518128302,0.005984633837020485,0.0006141377851764642,-0.0002444668152445928,24.53586751655955,0.001841819538949404,1,3,1.1090868554320477,104466,94191,0
69,69,23,13.592364023779174,1134,1134,-0.00018793548339832709,-0.00011130450922003376,9.994484611741683e-05,0.000199718896747747,3.767479039851196e-07,2.464253890503116e-10,0.7420632228277735,0.5506578266735418,0.009470105021063725,-0.08318257349290192,216.59187542987763,0.033306195360952646,1,6,1.1108560861525074,102121,91930,0
70,70,23,13.592364023779174,1134,1134,-0.00018793548339832709,-0.00011130450922003376,9.994484611741683e-05,0.000199718896747747,3.767479039851196e-07,2.464253890503116e-10,0.7420632228277735,0.5506578266735418,0.009470105021063725,-0.08318257349290192,216.59187542987763,0.033306195360952646,1,6,1.1108560861525074,102121,91930,0
71,71,23,13.592364023779174,1134,1134,-0.00018793548339832709,-0.00011130450922003376,9.994484611741683e-05,0.000199718896747747,3.767479039851196e-07,2.464253890503116e-10,0.7420632228277735,0.5506578266735418,0.009470105021063725,-0.08318257349290192,216.59187542987763,0.033306195360952646,1,6,1.1108560861525074,102121,91930,0
72,72,24,13.592365756649292,129003,129007,-0.3187728184299,-0.007502793980449063,0.007563789556374267,0.3161926768475547,3.6807167091978954e-06,-2.447681802608585e-08,0.2326079614428672,0.05410646372660639,0.09978561942535781,-0.14651986925013105,8.182137241972535,0.15993447399644709,1,3,1.0965465490784614,130057,118606,0
73,73,24,13.592365756649292,129003,129007,-0.3187728184299,-0.007502793980449063,0.007563789556374267,0.3161926768475547,3.6807167091978954e-06,-2.447681802608585e-08,0.2326079614428672,0.05410646372660639,0.09978561942535781,-0.14651986925013105,8.182137241972535,0.15993447399644709,1,3,1.0965465490784614,130057,118606,0
74,74,24,13.592365756649292,129003,129007,-0.3187728184299,-0.007502793980449063,0.007563789556374267,0.3161926768475547,3.6807167091978954e-06,-2.447681802608585e-08,0.2326079614428672,0.05410646372660639,0.09978561942535781,-0.14651986925013105,8.182137241972535,0.15993447399644709,1,3,1.0965465490784614,130057,118606,0
75,75,25,13.592364023779174,12786,12786,-0.0075535231497970475,-0.0008023736228048861,0.0007666619370818445,0.007518037197176224,-5.47417108620607e-06,-5.24779063859281e-10,2.08928086831224,4.3650945466955475,0.07079119313037795,2.3587540949629826,242.90452741564786,19.366434074194117,1,4,1.3318025258323767,1160,871,0
76,76,25,13.592364023779174,12786,12786,-0.0075535231497970475,-0.0008023736228048861,0.0007666619370818445,0.007518037197176224,-5.47417108620607e-06,-5.24779063859281e-10,2.08928086831224,4.3650945466955475,0.07079119313037795,2.3587540949629826,242.90452741564786,19.366434074194117,1,4,1.3318025258323767,1160,871,0
77,77,25,13.592364023779174,12786,12786,-0.0075535231497970475,-0.0008023736228048861,0.0007666619370818445,0.007518037197176224,-5.47417108620607e-06,-5.24779063859281e-10,2.08928086831224,4.3650945466955475,0.07079119313037795,2.3587540949629826,242.90452741564786,19.366434074194117,1,4,1.3318025258323767,1160,871,0
78,78,26,13.592365756649292,94378,94378,-0.24356920320775474,-0.02760445613991913,0.027020694040864157,0.2463902348194901,2.698824060232141e-06,1.430525243273515e-07,0.17190880327396613,0.02955263664308719,0.08597910835294509,-0.0046960379405796004,1.9362619132621575,0.13968533694506138,1,3,1.0820683000305962,91952,84978,0
79,79,26,13.592365756649292,94378,94378,-0.24356920320775474,-0.02760445613991913,0.027020694040864157,0.2463902348194901,2.698824060232141e-06,1.430525243273515e-07,0.17190880327396613,0.02955263664308719,0.08597910835294509,-0.0046960379405796004,1.9362619132621575,0.13968533694506138,1,3,1.0820683000305962,91952,84978,0
80,80,26,13.592365756649292,94378,94378,-0.24356920320775474,-0.02760445613991913,0.027020694040864157,0.2463902348194901,2.698824060232141e-06,1.430525243273515e-07,0.17190880327396613,0.02955263664308719,0.08597910835294509,-0.0046960379405796004,1.9362619132621575,0.13968533694506138,1,3,1.0820683000305962,91952,84978,0
81,81,27,13.592365756649292,96782,96782,-0.24414878958828368,-0.018011606975838035,0.01777361901148744,0.2455511461083403,-7.328300833897572e-05,3.0866537263340355e-08,6.087233668284672,37.05441373229847,0.5745639665415769,-0.00408019531426973,254.71008682708697,2.0587990499069257,1,12,1.1675976293916492,95945,82173,0
82,82,27,13.592365756649292,96782,96782,-0.24414878958828368,-0.018011606975838035,0.01777361901148744,0.2455511461083403,-7.328300833897572e-05,3.0866537263340355e-08,6.087233668284672,37.05441373229847,0.5745639665415769,-0.00408019531426973,254.71008682708697,2.0587990499069257,1,12,1.1675976293916492,95945,82173,0
83,83,27,13.592365756649292,96782,96782,-0.24414878958828368,-0.018011606975838035,0.01777361901148744,0.2455511461083403,-7.328300833897572e-05,3.0866537263340355e-08,6.087233668284672,37.05441373229847,0.5745639665415769,-0.00408019531426973,254.71008682708697,2.0587990499069257,1,12,1.1675976293916492,95945,82173,0
84,84,28,13.592365756649292,58934,58934,-0.19299226595661442,-0.06256364609298837,0.06255218934068729,0.19205021762134644,-0.0001241138546959064,7.897078393778654e-08,0.12238507238572703,0.014978105942859645,0.08637506324062706,0.33102627557342146,3.358278948897933,0.49579871806271864,1,3,1.0934676858929813,3147,2878,0
85,85,28,13.592365756649292,58934,58934,-0.19299226595661442,-0.06256364609298837,0.06255218934068729,0.19205021762134644,-0.0001241138546959064,7.897078393778654e-08,0.12238507238572703,0.014978105942859645,0.08637506324062706,0.33102627557342146,3.358278948897933,0.49579871806271864,1,3,1.0934676858929813,3147,2878,0
86,86,28,13.592365756649292,58934,58934,-0.19299226595661442,-0.06256364609298837,0.06255218934068729,0.19205021762134644,-0.0001241138546959064,7.897078393778654e-08,0.12238507238572703,0.014978105942859645,0.08637506324062706,0.33102627557342146,3.358278948897933,0.49579871806271864,1,3,1.0934676858929813,3147,2878,0
87,87,29,13.592365756649292,88276,88276,-0.17410643514805732,-0.007314755368613035,0.007510177476104385,0.17805307786007218,4.238049334226446e-05,1.0605969716665293e-08,0.8964569500859714,0.8036350633574418,0.08108212122035192,-2.1610787595960588,224.8677776373604,0.15018625764295138,1,10,1.1385411096564821,123493,108466,0
